T,P_root,P_root_hinted,P_count_root,P_branch,P_branch_hinted,P_count_branch,P_leaf,P_leaf_hinted,P_count_leaf,gutcheck,gutcheck_hinted
7,0.002078646976023353,0.0011604143637856542,0.14220183486238533,0.2063686358342072,0.1769448235858161,0.41131498470948014,0.7915527171897692,0.8218947620503981,0.44648318042813456,0.9999999999999998,0.9999999999999999
7,0.002077264274208791,0.001157035804000624,0.1457204767063922,0.20634216509486475,0.17598802171215278,0.40465872156013,0.7915805706309261,0.8228549424838465,0.4496208017334778,0.9999999999999997,0.9999999999999999
7,0.0020769978251869927,0.00115451221107393,0.14404165059776322,0.20633706546459973,0.17517093906667824,0.40782876976475124,0.7915859367102129,0.8236745487222478,0.44812957963748556,0.9999999999999997,1.0
7,0.0020769464933568503,0.0011522979247621636,0.14484317216819614,0.20633608295541161,0.17445352445376627,0.4063142035337625,0.7915869705512312,0.8243941776214714,0.44884262429804134,0.9999999999999997,0.9999999999999998
7,0.0020769366036212937,0.0011502702798346324,0.14446067689310932,0.20633589366488497,0.1738190271317645,0.40703676649622594,0.7915871697314933,0.8250307025884007,0.44850255661066474,0.9999999999999996,0.9999999999999999
7,0.0020769346982617565,0.0011483903469100168,0.14464325886445048,0.2063358571960063,0.17325654581686908,0.40669181649852043,0.7915872081057316,0.8255950638362207,0.4486649246370291,0.9999999999999997,0.9999999999999998
7,0.0020769343311735195,0.0011466373101231575,0.14455611802407475,0.2063358501698848,0.172757281882103,0.4068564434083542,0.7915872154989412,0.8260960808077736,0.44858743856757105,0.9999999999999994,0.9999999999999998
7,0.0020769342604500247,0.0011449954862027844,0.14459771120025358,0.2063358488162268,0.17231365370502894,0.40677786400550886,0.7915872169233227,0.826541350808768,0.4486244247942376,0.9999999999999996,0.9999999999999998
7,0.002076934246824381,0.0011434515883427122,0.1445778592390177,0.20633584855542997,0.17191901910535307,0.4068153688249147,0.7915872171977452,0.8269375293063039,0.4486067719360676,0.9999999999999996,0.9999999999999998
7,0.002076934244199254,0.0011419940198185794,0.14458733457138714,0.20633584850518466,0.17156753562954075,0.4067974677427149,0.7915872172506155,0.8272904703506404,0.4486151976858979,0.9999999999999994,0.9999999999999998
9,0.0037029988460807687,0.00204664602650558,0.25,0.3296303344872526,0.33128668730682775,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
9,0.0012206207482395141,0.000675283077547801,0.1,0.18262530596816837,0.17020289071744354,0.5,0.8161540732835921,0.8291218262050086,0.4,1.0,1.0
9,0.0006762612972652746,0.0003661774678501765,0.16666666666666666,0.14744146788746132,0.12902475395659102,0.36666666666666664,0.8518822708152733,0.8706090685755588,0.4666666666666667,1.0,1.0
9,0.000545975585451724,0.0002927649621046491,0.13414634146341464,0.1390651724362306,0.11807147061882654,0.4268292682926829,0.8603888519783176,0.8816357644190688,0.43902439024390244,0.9999999999999999,1.0
9,0.000514958173061385,0.0002751212552593839,0.14957264957264957,0.13707039271132124,0.1147755616998547,0.3974358974358974,0.8624146491156173,0.8849493170448858,0.452991452991453,0.9999999999999999,0.9999999999999999
9,0.0005075715060418603,0.0002706849222859732,0.14220183486238533,0.13659535283837168,0.11345155582728733,0.41131498470948014,0.8628970756555864,0.8862777592504265,0.44648318042813456,0.9999999999999999,0.9999999999999998
9,0.0005058124339404858,0.00026939434622100163,0.1457204767063922,0.1364822260023578,0.1126605345679384,0.40465872156013,0.8630119615637015,0.8870700710858405,0.4496208017334778,0.9999999999999998,0.9999999999999999
9,0.0005053935253972657,0.0002688646194360907,0.14404165059776322,0.1364552857790901,0.1120355733530278,0.40782876976475124,0.8630393206955125,0.887695562027536,0.44812957963748556,0.9999999999999999,0.9999999999999999
9,0.0005052937657815922,0.0002685284042348145,0.14484317216819614,0.13644887018701757,0.11148132981222073,0.4063142035337625,0.8630458360472006,0.8882501417835442,0.44884262429804134,0.9999999999999998,0.9999999999999998
9,0.0005052700088515506,0.00026824976926950695,0.14446067689310932,0.1364473423666568,0.11097157427167698,0.40703676649622594,0.8630473876244915,0.8887601759590533,0.44850255661066474,0.9999999999999999,0.9999999999999998
9,0.0005052643513345175,0.0002679954840968832,0.14464325886445048,0.13644697852883347,0.11049780974499651,0.40669181649852043,0.8630477571198318,0.8892341947709063,0.4486649246370291,0.9999999999999998,0.9999999999999997
9,0.0005052630040434777,0.00026775687354646814,0.14455611802407475,0.1364468918838554,0.11005618926557106,0.4068564434083542,0.8630478451121009,0.8896760538608823,0.44858743856757105,0.9999999999999998,0.9999999999999999
9,0.0005052626831972238,0.00026753118683562217,0.14459771120025358,0.13644687125006816,0.109644169677071,0.40677786400550886,0.8630478660667342,0.8900882991360931,0.4486244247942376,0.9999999999999996,0.9999999999999998
9,0.0005052626067903336,0.0002673171404938967,0.1445778592390177,0.13644686633630182,0.10925964801372974,0.4068153688249147,0.8630478710569076,0.8904730348457762,0.4486067719360676,0.9999999999999998,0.9999999999999999
9,0.0005052625885946626,0.00026711384655315643,0.14458733457138714,0.13644686516612892,0.10890073290338954,0.4067974677427149,0.8630478722452761,0.8908321532500569,0.4486151976858979,0.9999999999999997,0.9999999999999997
11,0.0013622571461546888,0.0007246716659609556,0.25,0.33197107618717864,0.33260866166737235,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
11,0.0004522299708526467,0.00024062555771898472,0.1,0.15418562670883332,0.1460114463654142,0.5,0.845362143320314,0.8537479280768668,0.4,1.0,1.0
11,0.00021004047181844742,0.0001106155815418886,0.16666666666666666,0.1056795921695645,0.0928938339062264,0.36666666666666664,0.894110367358617,0.9069955505122317,0.4666666666666667,1.0,1.0
11,0.00014396277963570235,7.519967599171684e-05,0.13414634146341464,0.09245117188335092,0.07756448826312937,0.4268292682926829,0.9074048653370134,0.9223603120608789,0.43902439024390244,1.0,1.0
11,0.0001259422695684702,6.553001518071167e-05,0.14957264957264957,0.08884353009407331,0.07295466035282432,0.3974358974358974,0.9110305276363583,0.9269798096319949,0.452991452991453,1.0,0.9999999999999999
11,0.00012102773376026051,6.287059028748259e-05,0.14220183486238533,0.08785965769297666,0.07139719925345972,0.41131498470948014,0.9120193145732631,0.9285399301562529,0.44648318042813456,1.0,1.0
11,0.00011968744655096222,6.212150406996426e-05,0.1457204767063922,0.08759133701141099,0.07071691397505156,0.40465872156013,0.912288975542038,0.9292209645208784,0.4496208017334778,1.0,1.0
11,0.0001193219247850383,6.189388222698248e-05,0.14404165059776322,0.08751816086776378,0.0702955346871759,0.40782876976475124,0.912362517207451,0.929642571430597,0.44812957963748556,0.9999999999999998,0.9999999999999999
11,0.00011922224006042682,6.180926974389588e-05,0.14484317216819614,0.0874982043442195,0.06995682099336303,0.4063142035337625,0.9123825734157202,0.929981369736893,0.44884262429804134,1.0,1.0
11,0.00011919505414361624,6.176446198326855e-05,0.14446067689310932,0.08749276182139548,0.0696502204382263,0.40703676649622594,0.9123880431244609,0.9302880150997905,0.44850255661066474,1.0,1.0
11,0.00011918764002800611,6.173127664347223e-05,0.14464325886445048,0.08749127754210084,0.06936097886860042,0.40669181649852043,0.9123895348178712,0.930577289854756,0.4486649246370291,1.0,0.9999999999999999
11,0.00011918561805793008,6.170199199350265e-05,0.14455611802407475,0.08749087275095971,0.06908456135510369,0.4068564434083542,0.9123899416309824,0.9308537366529028,0.44858743856757105,1.0,1.0
11,0.0001191850666283054,6.167447063539045e-05,0.14459771120025358,0.087490762356731,0.06881936294142216,0.40677786400550886,0.9123900525766409,0.9311189625879424,0.4486244247942376,1.0000000000000002,0.9999999999999999
11,0.00011918491624297845,6.164810108523035e-05,0.1445778592390177,0.08749073225012911,0.068564628282027,0.4068153688249147,0.912390082833628,0.9313737236168879,0.4486067719360676,1.0,1.0
11,0.00011918487523004487,6.162268986293738e-05,0.14458733457138714,0.08749072403948722,0.06831985679281358,0.4067974677427149,0.9123900910852827,0.9316185205173235,0.4486151976858979,1.0,1.0
13,0.0005011463976591908,0.00026028897611807354,0.25,0.3328321869356741,0.33307304435721524,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
13,0.00016679765150784347,8.66372293907578e-05,0.1,0.1371278829458574,0.1318576194848034,0.5,0.8627053194026347,0.8680557432858057,0.4,1.0,0.9999999999999999
13,6.872114455694761e-05,3.553245453962641e-05,0.16666666666666666,0.07925808617428658,0.07078174123567418,0.36666666666666664,0.9206731926811564,0.9291827263097862,0.4666666666666667,1.0,1.0
13,3.9719904371605426e-05,2.0426681947664676e-05,0.13414634146341464,0.062146737016395066,0.052151576840375746,0.4268292682926829,0.9378135430792331,0.9478279964776765,0.43902439024390244,0.9999999999999998,0.9999999999999999
13,3.1144613382039475e-05,1.595954320497683e-05,0.14957264957264957,0.05708713152321236,0.046386805655522625,0.3974358974358974,0.9428817238634055,0.9535972348012722,0.452991452991453,0.9999999999999999,0.9999999999999998
13,2.860901031555431e-05,1.4636703081842473e-05,0.14220183486238533,0.05559107136594928,0.04452569489782174,0.41131498470948014,0.9443803196237349,0.9554596683990964,0.44648318042813456,0.9999999999999998,0.9999999999999999
13,2.7859265157060475e-05,1.4243311432335779e-05,0.1457204767063922,0.055148705652420346,0.043851504609813394,0.40465872156013,0.9448234350824224,0.9561342520787541,0.4496208017334778,0.9999999999999998,0.9999999999999999
13,2.763757517327751e-05,1.4124728839491974e-05,0.14404165059776322,0.05501790381029125,0.043540126823527855,0.40782876976475124,0.9449544586145353,0.9564457484476325,0.44812957963748556,0.9999999999999998,0.9999999999999999
13,2.7572024301287328e-05,1.408744243746724e-05,0.14484317216819614,0.05497922739080141,0.043341385831949755,0.4063142035337625,0.9449932005848969,0.9566445267256123,0.44884262429804134,0.9999999999999996,0.9999999999999996
13,2.755264175298564e-05,1.4074241990655114e-05,0.14446067689310932,0.0549677912718584,0.04317925258824625,0.40703676649622594,0.9450046560863882,0.9568066731697628,0.44850255661066474,0.9999999999999996,0.9999999999999997
13,2.7546910583174147e-05,1.4068211029852586e-05,0.14464325886445048,0.05496440975882788,0.043030570887361015,0.40669181649852043,0.9450080433305885,0.9569553609016086,0.4486649246370291,0.9999999999999996,0.9999999999999994
13,2.7545215950100265e-05,1.4064346155724782e-05,0.14455611802407475,0.054963409888991566,0.04288824752776394,0.4068564434083542,0.9450090448950578,0.9570976881260799,0.44858743856757105,0.9999999999999994,0.9999999999999996
13,2.7544714868933668e-05,1.4061166586473861e-05,0.14459771120025358,0.05496311424036311,0.042750072973835734,0.40677786400550886,0.9450093410447674,0.9572358658595772,0.4486244247942376,0.9999999999999994,0.9999999999999994
13,2.7544566705688543e-05,1.4058233307103497e-05,0.1445778592390177,0.054963026820872764,0.04261532414291597,0.4068153688249147,0.945009428612421,0.9573706176237764,0.4486067719360676,0.9999999999999994,0.9999999999999994
13,2.754452289572587e-05,1.405541544908172e-05,0.14458733457138714,0.05496300097205577,0.04248373143775178,0.4067974677427149,0.9450094545050479,0.9575022131467984,0.4486151976858979,0.9999999999999994,0.9999999999999992
15,0.00018436145671594454,9.434861130031687e-05,0.25,0.3331489718766174,0.33323898472203306,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
15,6.141982975859243e-05,3.143253312731151e-05,0.1,0.12685109615650256,0.12350254443619119,0.5,0.8730874840137388,0.8764660230306814,0.4,1.0,1.0
15,2.3386452873427167e-05,1.194560391563712e-05,0.16666666666666666,0.0628547816548169,0.057386782529198224,0.36666666666666664,0.9371218318923097,0.9426012718668862,0.4666666666666667,1.0,1.0
15,1.1587999107444668e-05,5.901154879728301e-06,0.13414634146341464,0.043002385417265976,0.036506986095785135,0.4268292682926829,0.9569860265836266,0.9634871127493352,0.43902439024390244,1.0,1.0
15,7.927982417787646e-06,4.026097449455735e-06,0.14957264957264957,0.03684394265005735,0.029878875875572822,0.3974358974358974,0.963148129367525,0.9701170980269779,0.452991452991453,1.0000000000000002,1.0000000000000002
15,6.792602938123293e-06,3.444270773384307e-06,0.14220183486238533,0.034933522524321484,0.027742287796068674,0.41131498470948014,0.9650596848727406,0.9722542679331581,0.44648318042813456,1.0000000000000002,1.0000000000000002
15,6.44039510080317e-06,3.263580425396799e-06,0.1457204767063922,0.03434088812066183,0.027022000437891665,0.40465872156013,0.9656526714842377,0.9729747359816832,0.4496208017334778,1.0000000000000004,1.0000000000000002
15,6.331136158844491e-06,3.2073201781098525e-06,0.14404165059776322,0.03415704607897179,0.02674884202777225,0.40782876976475124,0.9658366227848697,0.9732479506520498,0.44812957963748556,1.0000000000000004,1.0000000000000002
15,6.297242772232882e-06,3.1896602734749093e-06,0.14484317216819614,0.03410001615279124,0.02661729550552491,0.4063142035337625,0.9658936866044368,0.9733795148342019,0.44884262429804134,1.0000000000000002,1.0000000000000002
15,6.286728651965833e-06,3.183977018973518e-06,0.14446067689310932,0.03408232481053754,0.026531022906783157,0.40703676649622594,0.9659113884608109,0.9734657931161983,0.44850255661066474,1.0000000000000004,1.0000000000000004
15,6.28346705033668e-06,3.1820117210012784e-06,0.14464325886445048,0.034076836751693707,0.026459633555572903,0.40669181649852043,0.9659168797812564,0.9735371844327065,0.4486649246370291,1.0000000000000004,1.0000000000000004
15,6.28245526381369e-06,3.1812024318588505e-06,0.14455611802407475,0.03407513429240932,0.026393532731622246,0.4068564434083542,0.9659185832523274,0.9736032860659464,0.44858743856757105,1.0000000000000004,1.0000000000000004
15,6.282141395940019e-06,3.1807543579072223e-06,0.14459771120025358,0.03407460616986226,0.02632968515857955,0.40677786400550886,0.9659191116887422,0.9736671340870631,0.4486244247942376,1.0000000000000004,1.0000000000000004
15,6.282044030497919e-06,3.1804208993014876e-06,0.1445778592390177,0.03407444234014412,0.026267125087922862,0.4068153688249147,0.9659192756158261,0.9737296944911784,0.4486067719360676,1.0000000000000007,1.0000000000000007
15,6.282013826612429e-06,3.1801255180322447e-06,0.14458733457138714,0.034074391518272004,0.026205539936975084,0.4067974677427149,0.9659193264679021,0.9737912799375076,0.4486151976858979,1.0000000000000007,1.0000000000000007
17,6.782278967021472e-05,3.439511490321576e-05,0.25,0.3332655105436631,0.3332989382184301,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
17,2.2602996625939587e-05,1.1462737867702385e-05,0.1,0.12064321258026481,0.11853863203697892,0.5,0.8793341844231092,0.8814499052251533,0.4,0.9999999999999999,1.0
17,8.182359231970304e-06,4.146383693863489e-06,0.16666666666666666,0.052771853321605895,0.049305722190068735,0.36666666666666664,0.9472199643191621,0.9506901314262373,0.4666666666666667,1.0,0.9999999999999999
17,3.579134308338698e-06,1.8109958973040354e-06,0.13414634146341464,0.031106588133114718,0.02697169535876578,0.4268292682926829,0.9688898327325769,0.9730264936453368,0.43902439024390244,1.0,0.9999999999999999
17,2.109735584310236e-06,1.0655206607746836e-06,0.14957264957264957,0.024190803315910905,0.019753188478903963,0.3974358974358974,0.9758070869485048,0.9802457460004353,0.452991452991453,1.0,1.0
17,1.6406877652485582e-06,8.275444475731807e-07,0.14220183486238533,0.021983210691415345,0.017406968292137767,0.41131498470948014,0.9780151486208194,0.9825922041634145,0.44648318042813456,1.0,0.9999999999999999
17,1.4909626749998783e-06,7.515625794995951e-07,0.1457204767063922,0.021278523468700735,0.016631511786659718,0.40465872156013,0.9787199855686243,0.9833677366507608,0.4496208017334778,1.0,1.0
17,1.4431688217104174e-06,7.272899076889557e-07,0.14404165059776322,0.0210535797556501,0.016362597925880358,0.40782876976475124,0.9789449770755282,0.983636674784212,0.44812957963748556,1.0,1.0
17,1.4279125115725476e-06,7.195231974538437e-07,0.14484317216819614,0.02098177531190542,0.01625715078309928,0.4063142035337625,0.979016796775583,0.9837421296937032,0.44884262429804134,1.0,1.0
17,1.4230425338870652e-06,7.170254428672293e-07,0.14446067689310932,0.02095885456399226,0.016204561064252537,0.40703676649622594,0.9790397223934739,0.9837947219103047,0.44850255661066474,1.0,1.0
17,1.4214879848222673e-06,7.162097274746987e-07,0.14464325886445048,0.020951538015635367,0.016169163752137377,0.40669181649852043,0.97904704049638,0.9838301200381352,0.4486649246370291,1.0000000000000002,1.0
17,1.420991756101945e-06,7.159310795253074e-07,0.14455611802407475,0.020949202494994337,0.016139457128947897,0.4068564434083542,0.9790493765132497,0.9838598269399728,0.44858743856757105,1.0000000000000002,1.0000000000000002
17,1.4208333545767383e-06,7.158240121240114e-07,0.14459771120025358,0.02094845697177785,0.01611173085151097,0.40677786400550886,0.9790501221948678,0.9838875533244769,0.4486244247942376,1.0000000000000002,1.0
17,1.420782791112432e-06,7.157718565730741e-07,0.1445778592390177,0.02094821899277798,0.01608478711493242,0.4068153688249147,0.9790503602244311,0.983914497113211,0.4486067719360676,1.0000000000000002,1.0
17,1.420766650712778e-06,7.157373695487011e-07,0.14458733457138714,0.020948143027330994,0.016058238429890327,0.4067974677427149,0.9790504362060186,0.9839410458327403,0.4486151976858979,1.0000000000000002,1.0000000000000002
19,2.4950609962566865e-05,1.258323751754747e-05,0.25,0.33330838272337077,0.3333207500958158,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
19,8.316247454584784e-06,4.194101216081539e-06,0.1,0.11688722540571199,0.11557527560482116,0.5,0.8831044583468334,0.8844205302939627,0.4,1.0,1.0
19,2.916407570704556e-06,1.4703835640070666e-06,0.16666666666666666,0.04660815891458829,0.04443683580308863,0.36666666666666664,0.9533889246778411,0.9555616938133474,0.4666666666666667,1.0,1.0
19,1.162901994151226e-06,5.859108607882902e-07,0.13414634146341464,0.023786236863449602,0.021189624535014488,0.4268292682926829,0.9762126002345564,0.9788097895541248,0.43902439024390244,1.0000000000000002,1.0
19,5.934811184571608e-07,2.986946002676451e-07,0.14957264957264957,0.016375208912700792,0.013587327094812848,0.3974358974358974,0.9836241976061809,0.986412374210587,0.452991452991453,1.0000000000000002,1.0000000000000002
19,4.085714506363461e-07,2.0542515633155065e-07,0.14220183486238533,0.013968604632670863,0.011096052053584233,0.41131498470948014,0.9860309867958787,0.9889037425212596,0.44648318042813456,1.0000000000000002,1.0000000000000002
