T,P_root,P_root_hinted,P_count_root,P_branch,P_branch_hinted,P_count_branch,P_leaf,P_leaf_hinted,P_count_leaf,gutcheck,gutcheck_hinted
1,0.2021768865708778,0.179816202075608,0.25,0.13115644676245553,0.15351713125772531,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
1,0.026516802060132343,0.027104867285209774,0.1,0.7385794221458338,0.7078323165438378,0.5,0.23490377579403376,0.2650628161709524,0.4,0.9999999999999999,1.0
1,0.1493236880547627,0.12746724498370443,0.16666666666666666,0.30632949925547076,0.33456094461457236,0.36666666666666664,0.5443468126897664,0.537971810401723,0.4666666666666667,0.9999999999999998,0.9999999999999998
1,0.06193274442428711,0.059475775270792564,0.13414634146341464,0.613438500700846,0.585486468011135,0.4268292682926829,0.3246287548748668,0.3550377567180723,0.43902439024390244,1.0,0.9999999999999998
1,0.12402308617440429,0.10514977786674809,0.14957264957264957,0.39521028698753957,0.4163581244692181,0.3974358974358974,0.48076662683805604,0.47849209766403367,0.452991452991453,0.9999999999999999,0.9999999999999999
1,0.07990238536392386,0.0741564230196353,0.14220183486238533,0.5502788885957363,0.5303982697505214,0.41131498470948014,0.36981872604033983,0.39544530722984306,0.44648318042813456,1.0,0.9999999999999998
1,0.11125367244196885,0.09495460385802966,0.1457204767063922,0.44009012255521973,0.4533765152699084,0.40465872156013,0.4486562050028112,0.45166888087206164,0.4496208017334778,0.9999999999999998,0.9999999999999998
1,0.08897605078881037,0.08077075601348917,0.14404165059776322,0.5183881329575992,0.5053795791502061,0.40782876976475124,0.39263581625359023,0.4138496648363045,0.44812957963748556,0.9999999999999998,0.9999999999999998
1,0.10480609875665764,0.09024580212548092,0.14484317216819614,0.46275107751152866,0.47020677382816517,0.4063142035337625,0.43244282373181336,0.4395474240463536,0.44884262429804134,0.9999999999999998,0.9999999999999997
1,0.09355757210859982,0.08373305776414627,0.14446067689310932,0.5022856955745132,0.4939645044523339,0.40703676649622594,0.40415673231688676,0.42230243778351956,0.44850255661066474,0.9999999999999998,0.9999999999999998
1,0.10155055810034279,0.08804327727820539,0.14464325886445048,0.47419315881173296,0.4778761571390988,0.40669181649852043,0.4242562830879239,0.43408056558269537,0.4486649246370291,0.9999999999999996,0.9999999999999996
1,0.09587089648176597,0.08504049270967241,0.14455611802407475,0.4941551733809933,0.48873975363529976,0.4068564434083542,0.4099739301372405,0.4262197536550274,0.44858743856757105,0.9999999999999998,0.9999999999999996
1,0.09990675443706151,0.08699328742897638,0.14459771120025358,0.4799705510014465,0.48137269535477056,0.40677786400550886,0.42012269456149165,0.43163401721625255,0.4486244247942376,0.9999999999999997,0.9999999999999996
1,0.09703895164718118,0.08560001672141611,0.1445778592390177,0.4900498699675876,0.4863415033327557,0.4068153688249147,0.412911178385231,0.4280584799458277,0.4486067719360676,0.9999999999999998,0.9999999999999996
1,0.09907675697451036,0.0864774550324813,0.14458733457138714,0.48288770039388773,0.4829648163591088,0.4067974677427149,0.41803554263160153,0.4305577286084094,0.4486151976858979,0.9999999999999996,0.9999999999999996
3,0.0743767200494766,0.05475489745171569,0.25,0.2589566132838567,0.2785784358816176,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
3,0.019260343531173982,0.014868517766899327,0.1,0.45634628277359796,0.4230378792422545,0.5,0.524393373695228,0.5620936029908461,0.4,1.0,1.0
3,0.03394153971947118,0.02343195135914958,0.16666666666666666,0.38514012161554767,0.373995623460771,0.36666666666666664,0.5809183386649811,0.6025724251800794,0.4666666666666667,1.0,1.0
3,0.028645459005220957,0.020510889330455716,0.13414634146341464,0.4080825143119805,0.3859569179079943,0.4268292682926829,0.5632720266827984,0.5935321927615499,0.43902439024390244,0.9999999999999999,0.9999999999999999
3,0.0303518389240687,0.021191578598305574,0.14957264957264957,0.4003919903514107,0.38143251364540204,0.3974358974358974,0.5692561707245204,0.5973759077562922,0.452991452991453,0.9999999999999998,0.9999999999999998
3,0.02977984297641961,0.020877930779409415,0.14220183486238533,0.40293356772314487,0.38204034133759435,0.41131498470948014,0.5672865893004353,0.597081727882996,0.44648318042813456,0.9999999999999998,0.9999999999999998
3,0.02996887716508117,0.02086763787469176,0.1457204767063922,0.40208936565644116,0.3813606172743532,0.40465872156013,0.5679417571784775,0.5977717448509549,0.4496208017334778,0.9999999999999998,0.9999999999999998
3,0.029906088184300746,0.02077808372735634,0.14404165059776322,0.40236926752899926,0.3811724440358477,0.40782876976475124,0.5677246442866997,0.5980494722367957,0.44812957963748556,0.9999999999999997,0.9999999999999998
3,0.029926906367517332,0.02071721782533212,0.14484317216819614,0.4022764041209436,0.38091557208558435,0.4063142035337625,0.5677966895115387,0.5983672100890832,0.44884262429804134,0.9999999999999997,0.9999999999999998
3,0.029919999491813534,0.020652158148479642,0.14446067689310932,0.40230720646501084,0.38072508296266416,0.40703676649622594,0.5677727940431753,0.5986227588888559,0.44850255661066474,0.9999999999999996,0.9999999999999997
3,0.02992229046913509,0.020591449615767587,0.14464325886445048,0.40229698863999086,0.3805452755992884,0.40669181649852043,0.5677807208908736,0.5988632747849436,0.4486649246370291,0.9999999999999996,0.9999999999999996
3,0.029921530500824068,0.020532007754512846,0.14455611802407475,0.4023003780216715,0.38038215666456254,0.4068564434083542,0.5677780914775041,0.5990858355809243,0.44858743856757105,0.9999999999999998,0.9999999999999998
3,0.029921782591916468,0.020474342087576484,0.14459771120025358,0.4022992537092325,0.3802277805171475,0.40677786400550886,0.5677789636988506,0.5992978773952756,0.4486244247942376,0.9999999999999996,0.9999999999999996
3,0.02992169896924494,0.02041805824861794,0.1445778592390177,0.4022996266603741,0.3800806349692506,0.4068153688249147,0.5677786743703804,0.599501306782131,0.4486067719360676,0.9999999999999996,0.9999999999999996
3,0.029921726708127597,0.02036310763118073,0.14458733457138714,0.4022995029467751,0.3799388022556326,0.4067974677427149,0.5677787703450967,0.5996980901131863,0.4486151976858979,0.9999999999999993,0.9999999999999996
5,0.027361666207966266,0.017600457413317984,0.25,0.30597166712536705,0.3157328759200153,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
5,0.008371894624979259,0.005461761839481922,0.1,0.3119835251982361,0.286194547118091,0.5,0.6796445801767845,0.708343691042427,0.4,0.9999999999999999,1.0
5,0.008536389078858767,0.0051936053409839715,0.16666666666666666,0.29855144632621133,0.27259851679740377,0.36666666666666664,0.6929121645949298,0.7222078778616121,0.4666666666666667,0.9999999999999999,0.9999999999999998
5,0.008168865020283352,0.004993630789318046,0.13414634146341464,0.29840733179320417,0.269964058804124,0.4268292682926829,0.6934238031865123,0.7250423104065578,0.43902439024390244,0.9999999999999998,0.9999999999999998
5,0.008164921806535492,0.00496069136731367,0.14957264957264957,0.29814229968145467,0.26842333674652563,0.3974358974358974,0.6936927785120095,0.7266159718861604,0.452991452991453,0.9999999999999997,0.9999999999999998
5,0.008157670086359411,0.004938552591826982,0.14220183486238533,0.2981343268716251,0.2673317311791814,0.41131498470948014,0.6937080030420151,0.7277297162289913,0.44648318042813456,0.9999999999999996,0.9999999999999997
5,0.008157451936998114,0.0049211454288145525,0.1457204767063922,0.2981289975984104,0.26646577105220304,0.40465872156013,0.6937135504645913,0.7286130835189821,0.4496208017334778,0.9999999999999998,0.9999999999999998
5,0.008157306119203282,0.004905622904484778,0.14404165059776322,0.29812873820561725,0.2657654054990921,0.40782876976475124,0.6937139556751791,0.7293289715964228,0.44812957963748556,0.9999999999999997,0.9999999999999998
5,0.008157299021784258,0.004891454418412061,0.14484317216819614,0.2981286291157542,0.26519302438963,0.4063142035337625,0.6937140718624613,0.7299155211919578,0.44884262429804134,0.9999999999999998,0.9999999999999998
5,0.008157296036903839,0.0048783285057075465,0.14446067689310932,0.29812862192814155,0.2647211375532921,0.40703676649622594,0.6937140820349542,0.730400533941,0.44850255661066474,0.9999999999999996,0.9999999999999997
5,0.008157295840238783,0.004866028993479053,0.14464325886445048,0.29812861965852333,0.2643283566052026,0.40669181649852043,0.6937140845012374,0.730805614401318,0.4486649246370291,0.9999999999999996,0.9999999999999996
5,0.008157295778138245,0.004854388638420735,0.14455611802407475,0.29812861947402136,0.2639978982069824,0.4068564434083542,0.6937140847478398,0.7311477131545965,0.44858743856757105,0.9999999999999993,0.9999999999999996
5,0.008157295773089965,0.004843276383039291,0.14459771120025358,0.29812861942612123,0.2637165658515229,0.40677786400550886,0.6937140848007881,0.7314401577654371,0.4486244247942376,0.9999999999999993,0.9999999999999993
5,0.008157295771779339,0.004832589159291534,0.1445778592390177,0.29812861942158686,0.2634739799097426,0.4068153688249147,0.6937140848066332,0.7316934309309653,0.4486067719360676,0.9999999999999993,0.9999999999999993
5,0.008157295771655271,0.004822245860328918,0.14458733457138714,0.29812861942056346,0.2632619757105274,0.4067974677427149,0.6937140848077807,0.7319157784291432,0.4486151976858979,0.9999999999999994,0.9999999999999996
7,0.010065794474106167,0.005907483636916648,0.25,0.32326753885922715,0.3274258496964167,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0
7,0.0032539446063071095,0.0019169713003664233,0.1,0.2304169917878382,0.21209272679962027,0.5,0.7663290636058546,0.7859903019000133,0.4,0.9999999999999999,1.0
7,0.002319330082678188,0.001311840753743141,0.16666666666666666,0.2109083018163847,0.1866216114699495,0.36666666666666664,0.786772368100937,0.8120665477763074,0.4666666666666667,0.9999999999999999,1.0
7,0.0021229596189664803,0.0011923063766393293,0.13414634146341464,0.20721967473858496,0.180374708425863,0.4268292682926829,0.7906573656424484,0.8184329851974976,0.43902439024390244,0.9999999999999998,1.0
7,0.002085830656909726,0.0011673934633215724,0.14957264957264957,0.20650600222074716,0.17818818707797363,0.3974358974358974,0.791408167122343,0.8206444194587048,0.452991452991453,0.9999999999999999,1.0
